Created_at,Text
Wed May 22 10:37:02 +0000 2019,"RT @J_TrumpIN: Twitter VICIOUS censorship still hitting  MAGA movement HARD.

JAMES WOODS SUSPENDED DAY 32!

If you think this is TOTAL BS,…"
Wed May 22 10:03:51 +0000 2019,PRESIDENTIAL HARASSMENT!
Wed May 22 10:02:55 +0000 2019,"The Democrats are getting ZERO work done in Congress. All they are focused on is trying to prove the Mueller Report wrong, the Witch Hunt!"
Wed May 22 09:58:59 +0000 2019,"After two years of an expensive and comprehensive Witch Hunt, the Democrats don’t like the result and they want a DO OVER. In other words, the Witch Hunt continues!"
Wed May 22 09:55:14 +0000 2019,"Everything the Democrats are asking me for is based on an illegally started investigation that failed for them, especially when the Mueller Report came back with a NO COLLUSION finding. Now they say Impeach President Trump, even though he did nothin wrong, while they “fish!”"
Wed May 22 02:29:40 +0000 2019,"Congratulations to Governor @MattBevin on winning the Republican Primary for Governor tonight in the Great State of KENTUCKY. Matt, you are doing a fantastic job!"
Wed May 22 02:20:51 +0000 2019,"Great news for Republicans: Fred Keller has just won the hard fought for Pennsylvania Congressional contest in a LANDSLIDE, over 70% of the vote. Thanks to the thousands who showed up for the Rally last night. Congratulations to Fred and his wonderful family!"
Wed May 22 01:02:38 +0000 2019,"John Brennan on the Mueller probe, “I don’t know if I received bad information, but I THINK I SUSPECTED THAT THERE WAS MORE THAN THERE ACTUALLY WAS.” Wow, he admits he was wrong! Congress should go back to work on drug prices etc."
Wed May 22 00:51:43 +0000 2019,"The Democrats are on a fishing expedition, wanting to interview the same people, and see the same things, as we just went through for two years with Robert Mueller and the 18 Angry Dems. Never happened to a president before. Never even happened to President Obama!"
Wed May 22 00:32:40 +0000 2019,"After spending 40 Million Dollars, reviewing 1.4 million pages of documents, &amp; interviewing 500 people with the total support of the White House, the Mueller Report was a BIG DISAPPOINTMENT to the Democrats, so they want a DO OVER. It doesn’t work that way-so bad for our Country!"
Tue May 21 22:48:50 +0000 2019,Shahira Knight has done a wonderful job as my Legislative Affairs Director at the White House. She was outstanding for us and for our Country - will be a tremendous success in the private sector!
Tue May 21 22:00:15 +0000 2019,"Wow, Mark Levin’s new book opened at #1. It is great – keep it there for a long time! https://t.co/3F1xybks0R"
Tue May 21 21:53:23 +0000 2019,"Johnny, we will miss you – you did a great job! https://t.co/eXaASLgeSh"
Tue May 21 21:22:52 +0000 2019,"....at a conclusion of NO COLLUSION and NO OBSTRUCTION! The Dems were unhappy with the outcome of the $40M Mueller Report, so now they want a do-over."
Tue May 21 21:22:52 +0000 2019,"So even though I didn’t have to do it with Presidential Privilege, I allowed everyone to testify, including White House Counsel Don McGahn (for over 30 hours), to Robert Mueller and the 18 Angry Trump-Hating Democrats, and they arrived...."
Tue May 21 20:52:46 +0000 2019,"I am pleased to announce my nomination of Barbara Barrett of Arizona, and former Chairman of the Aerospace Corporation, to be the next Secretary of the Air Force. She will be an outstanding Secretary! #FlyFightWin"
Tue May 21 16:38:40 +0000 2019,"Pennsylvania - Don’t forget to get out and VOTE TODAY for Republican Fred Keller for Congress. Fred is Strong on Crime, Second Amendment, Military, Vets, and Healthcare. He has my Complete and Total Endorsement!"
Tue May 21 16:16:54 +0000 2019,"...Mexico’s attitude is that people from other countries, including Mexico, should have the right to flow into the U.S. &amp; that U.S. taxpayers should be responsible for the tremendous costs associated w/this illegal migration. Mexico is wrong and I will soon be giving a response!"
Tue May 21 16:16:53 +0000 2019,"I am very disappointed that Mexico is doing virtually nothing to stop illegal immigrants from coming to our Southern Border where everyone knows that because of the Democrats, our Immigration Laws are totally flawed &amp; broken..."
Tue May 21 15:25:09 +0000 2019,"To the great people of Kentucky, please go out and vote for Matt Bevin today. Very important. He has done a fantastic job for you and America! #MAGA"
Tue May 21 11:34:29 +0000 2019,RT @realDonaldTrump: Fred Keller of the Great State of Pennsylvania has been an outstanding State Representative. Now he is running as the…
Tue May 21 11:34:18 +0000 2019,"RT @realDonaldTrump: Megan King, who is running for Superior Court Judge in the Pennsylvania election, has my Full and Total Endorsement. S…"
Tue May 21 02:06:31 +0000 2019,Just returned to the beautiful @WhiteHouse after a great evening in Pennsylvania! https://t.co/wMeh9k9knv
Tue May 21 02:02:28 +0000 2019,"Megan King, who is running for Superior Court Judge in the Pennsylvania election, has my Full and Total Endorsement. She is tough on crime and fully understands all aspects of the law. Vote for Megan tomorrow (Tuesday)."
Tue May 21 01:04:55 +0000 2019,Massive crowds in Pennsylvania tonight. Thank you for joining me! https://t.co/v1e0d0AHHo
Tue May 21 00:45:41 +0000 2019,"Beautiful evening for a MAKE AMERICA GREAT AGAIN rally tonight in Pennsylvania. Thank you, I love you! #MAGA https://t.co/6oqbA5Y5zU"
Mon May 20 22:39:53 +0000 2019,"Landing shortly in Montoursville, Pennsylvania - see everyone shortly! https://t.co/R67IxP3QPL"
Mon May 20 18:07:30 +0000 2019,"Fred Keller of the Great State of Pennsylvania has been an outstanding State Representative. Now he is running as the Republican Nominee for Congress, and has my Complete and Total Endorsement. He will do a fantastic job - I look forward to seeing everyone tonight! #MAGA"
Mon May 20 17:40:23 +0000 2019,"See you tonight at 7:00 P.M. Eastern, Montoursville, Pennsylvania! #MAGA https://t.co/Ij2AjXfRZa"
Mon May 20 17:30:35 +0000 2019,"....Iran will call us if and when they are ever ready. In the meantime, their economy continues to collapse - very sad for the Iranian people!"
Mon May 20 17:30:35 +0000 2019,"The Fake News put out a typically false statement, without any knowledge that the United States was trying to set up a negotiation with Iran. This is a false report...."
Mon May 20 17:28:03 +0000 2019,"On this Cuban Independence Day, we stand by the people of Cuba in their quest for freedom, democracy and prosperity. The Cuban regime must end its repression of Cubans &amp; Venezuelans. The United States will not stand idly by as Cuba continues to subvert democracy in the Americas!"
Mon May 20 14:08:04 +0000 2019,"Looks like Bernie Sanders is history. Sleepy Joe Biden is pulling ahead and think about it, I’m only here because of Sleepy Joe and the man who took him off the 1% trash heap, President O! China wants Sleepy Joe BADLY!"
Mon May 20 12:13:31 +0000 2019,"Why are the Democrats not looking into all of the crimes committed by Crooked Hillary and the phony Russia Investigation? They would get back their credibility. Jerry Nadler, Schiff,  would have a whole new future open to them. Perhaps they could even run for President!"
Mon May 20 12:07:33 +0000 2019,"“We have a booming economy, and working people are making gains that they haven’t seen in decades.”  Stuart Varney @foxandfriends"
Mon May 20 11:35:31 +0000 2019,"Two Tweets missing from last batch, probably a Twitter error. No time for a redo! Only the Dems get redos!"
Mon May 20 11:20:54 +0000 2019,".....was very good and highly professional to deal with - and if for any reason I didn’t like them, I would have gone elsewhere....there was always plenty of money around and banks to choose from. They would be very happy to take my money. Fake News!"
Mon May 20 11:20:53 +0000 2019,"....Now the new big story is that Trump made a lot of money and buys everything for cash, he doesn’t need banks. But where did he get all of that cash? Could it be Russia? No, I built a great business and don’t need banks, but if I did they would be there...and DeutscheBank......"
Mon May 20 11:20:53 +0000 2019,The Mainstream Media has never been as corrupt and deranged as it is today. FAKE NEWS is actually the biggest story of all and is the true ENEMY OF THE PEOPLE! That’s why they refuse to cover the REAL Russia Hoax. But the American people are wise to what is going on.....
Mon May 20 11:20:53 +0000 2019,"....fashioned, but true. When you don’t need or want money, you don’t need or want banks. Banks have always been available to me, they want to make money. Fake Media only says this to disparage, and always uses unnamed sources (because their sources don’t even exist)......"
Mon May 20 11:20:53 +0000 2019,"The Failing New York Times (it will pass away when I leave office in 6 years), and others of the Fake News Media, keep writing phony stories about how I didn’t use many banks because they didn’t want to do business with me. WRONG! It is because I didn’t need money. Very old"
Mon May 20 02:47:21 +0000 2019,RT @LouDobbs: God Bless President Trump--- Iran's so called leaders must think they're dealing with Bush or Obama.  #MAGA #AmericaFirst #Do…
Mon May 20 02:32:36 +0000 2019,The Mainstream Media hates to cover this! https://t.co/EMhAVWCjVf
Mon May 20 02:29:27 +0000 2019,"Starting Monday, our great Farmers can begin doing business again with Mexico and Canada. They have both taken the tariff penalties off of your great agricultural product. Please be sure that you are treated fairly. Any complaints should immediately go to  @SecretarySonny Perdue!"
Mon May 20 02:16:24 +0000 2019,A great win for Brooks. Congratulations to a great champion! https://t.co/74z0n2icuA
Sun May 19 22:33:29 +0000 2019,RT @realDonaldTrump: I will be interviewed by Steve Hilton tonight at 9:00 P.M. on @FoxNews. Enjoy!
Sun May 19 21:15:50 +0000 2019,"....who got them there. Chris Wallace said, “I actually think, whether you like his opinions or not, that Mayor Pete has a lot of substance...fascinating biography.” Gee, he never speaks well of me - I like Mike Wallace better...and Alfred E. Newman will never be President!"
Sun May 19 21:15:50 +0000 2019,"Hard to believe that @FoxNews is wasting airtime on Mayor Pete, as Chris Wallace likes to call him. Fox is moving more and more to the losing (wrong) side in covering the Dems. They got dumped from the Democrats boring debates, and they just want in. They forgot the people....."
Sun May 19 20:39:31 +0000 2019,I will be interviewed by Steve Hilton tonight at 9:00 P.M. on @FoxNews. Enjoy!
Sun May 19 20:25:34 +0000 2019,"If Iran wants to fight, that will be the official end of Iran. Never threaten the United States again!"
Sun May 19 20:15:23 +0000 2019,"False reporting yesterday. “There are no plans to send migrants to Northern or Coastal Border facilities, including Florida.” @FoxNews  Not by airplanes or any other way. Our Country is FULL, will not, and can not, take you in!"
Sun May 19 19:54:34 +0000 2019,"Our Economy and Jobs Market is BOOMING, the best in the World and in our Country’s history - and we have just started!"
Sun May 19 19:48:45 +0000 2019,"With the wonderful College, University and other Graduations taking place all over the USA, there has never been a better time than now to graduate. Best jobs market ever, great housing and financing. Go out there, work hard, &amp; have a GREAT life. You deserve it. Congratulations!"
Sun May 19 19:38:34 +0000 2019,I will be interviewed by Steve Hilton tonight at 8:00 P.M. on @FoxNews. Enjoy!
